shipment_id,origin,destination,rain_mm,wind_speed,traffic_index,distance_km,priority,historical_delay,target_risk
S-2017,Frankfurt,Mumbai,10,53,90,5376,High,4.7,74
S-2018,Tokyo,New York,79,33,43,3566,Medium,1.5,62
S-2019,Toronto,Singapore,111,13,55,9255,Low,0.0,55
S-2020,Mumbai,Los Angeles,83,61,58,11834,Critical,7.0,100
S-2021,Toronto,New York,38,79,78,6410,Critical,6.4,92
S-2022,Shanghai,Los Angeles,1,24,14,760,Medium,6.9,40
S-2023,New York,Sydney,18,30,55,10757,Medium,0.7,51
S-2024,New York,Shanghai,60,54,2,2408,Medium,7.2,72
S-2025,Sydney,New York,62,60,2,7864,Medium,1.6,55
S-2026,Frankfurt,Mumbai,42,1,13,10828,Critical,7.8,84
S-2027,New York,Tokyo,76,70,37,1106,Critical,3.2,80
S-2028,Toronto,Tokyo,119,62,29,1494,Low,3.4,71
S-2029,Chicago,Dubai,34,53,60,2415,Critical,5.0,81
S-2030,Rotterdam,Chicago,89,55,2,3143,High,5.8,78
S-2031,Rotterdam,Chicago,29,64,28,10128,High,7.4,88
S-2032,Sydney,Tokyo,59,16,37,6895,Critical,6.7,86
S-2033,Tokyo,Rotterdam,101,60,20,10688,Medium,2.3,79
S-2034,Dubai,Sydney,61,16,22,3768,Medium,4.8,51
S-2035,Frankfurt,Chicago,38,30,26,9623,Low,8.0,66
S-2036,Singapore,Frankfurt,86,20,22,8748,Low,6.5,71
S-2037,Frankfurt,Dubai,79,29,15,9707,Medium,3.9,64
S-2038,Rotterdam,Mumbai,98,71,34,2976,Low,5.7,87
S-2039,New York,Chicago,107,14,13,10503,Low,6.6,71
S-2040,Chicago,Dubai,21,80,15,3865,High,1.3,46
S-2041,Sydney,New York,97,64,63,2126,Medium,5.2,86
S-2042,Shanghai,Dubai,108,25,56,7311,Low,2.0,74
S-2043,New York,Rotterdam,36,64,21,1896,High,3.0,61
S-2044,Frankfurt,Rotterdam,80,31,19,9177,Critical,6.3,84
S-2045,Frankfurt,New York,117,52,58,8956,High,7.5,100
S-2046,Shanghai,Mumbai,91,66,8,1889,High,2.5,73
S-2047,Shanghai,New York,7,50,97,1107,Medium,7.2,67
S-2048,Tokyo,Sydney,112,66,37,7369,Critical,7.1,100
S-2049,Chicago,Singapore,92,40,44,629,High,7.2,92
S-2050,Shanghai,New York,57,26,69,10729,Critical,5.6,99
S-2051,Tokyo,Frankfurt,99,25,38,1880,Low,4.3,65
S-2052,Sydney,Shanghai,66,69,36,4001,Low,4.1,63
S-2053,Chicago,Rotterdam,96,20,2,956,High,1.9,60
S-2054,Singapore,New York,64,14,93,1482,High,2.1,70
S-2055,Rotterdam,Dubai,6,15,57,5381,Low,3.6,37
S-2056,Sydney,Toronto,72,80,85,9237,Medium,2.8,84
S-2057,Tokyo,Toronto,86,17,91,6687,Medium,0.8,70
S-2058,Toronto,Los Angeles,105,46,58,2105,Medium,5.7,94
S-2059,Frankfurt,Dubai,11,7,54,2630,Critical,1.7,41
S-2060,Rotterdam,Sydney,67,51,75,9658,Critical,7.0,100
S-2061,New York,Sydney,54,56,88,8520,Critical,6.6,99
S-2062,Chicago,Shanghai,62,58,16,8908,Low,5.6,68
S-2063,New York,Mumbai,95,20,71,6551,Low,4.8,78
S-2064,Dubai,Shanghai,47,73,37,1159,Medium,0.9,47
S-2065,Rotterdam,Singapore,37,62,3,2840,Medium,6.3,59
S-2066,Mumbai,Rotterdam,113,36,27,3499,Critical,0.0,72
S-2067,Rotterdam,Dubai,111,5,53,8383,High,4.5,94
S-2068,Rotterdam,New York,60,77,16,2769,Critical,6.1,87
S-2069,New York,Shanghai,110,41,11,10736,Critical,3.1,94
S-2070,Frankfurt,Rotterdam,69,5,85,7759,High,5.2,91
S-2071,Shanghai,Mumbai,73,80,98,5560,Low,5.2,85
S-2072,Los Angeles,Tokyo,69,73,96,1366,Medium,6.0,93
S-2073,Mumbai,Shanghai,84,68,23,810,High,6.3,80
S-2074,Sydney,Toronto,56,10,68,10442,High,3.2,66
S-2075,New York,Mumbai,43,55,23,7298,Low,6.9,65
S-2076,Frankfurt,Singapore,11,14,12,9376,Medium,2.3,30
S-2077,Singapore,Dubai,19,39,52,11618,Medium,0.5,46
S-2078,Shanghai,Mumbai,91,7,38,6888,Low,2.6,57
S-2079,Rotterdam,Singapore,48,15,6,3818,Medium,6.0,56
S-2080,Los Angeles,Chicago,65,64,49,2385,High,0.5,62
S-2081,Chicago,Frankfurt,8,61,3,7176,Medium,7.3,52
S-2082,Singapore,Toronto,75,12,31,9588,Medium,2.4,58
S-2083,New York,Dubai,108,64,26,2832,High,4.3,80
S-2084,Los Angeles,Toronto,54,71,57,1184,Low,6.5,80
S-2085,Toronto,Singapore,83,21,0,1485,Critical,2.2,56
S-2086,Tokyo,Frankfurt,44,80,27,10087,High,0.4,65
S-2087,Chicago,Tokyo,8,38,11,6976,Low,6.6,53
S-2088,Chicago,Singapore,112,55,26,10501,High,7.1,100
S-2089,Tokyo,Singapore,96,57,34,4529,High,2.7,78
S-2090,Toronto,Rotterdam,2,17,82,533,Critical,0.0,38
S-2091,Tokyo,Shanghai,52,71,89,8511,Critical,4.3,100
S-2092,Tokyo,Sydney,9,68,3,11503,Critical,5.4,68
S-2093,Frankfurt,Tokyo,45,49,22,11920,Low,1.0,45
S-2094,Los Angeles,Chicago,1,28,95,824,High,5.4,70
S-2095,Rotterdam,Los Angeles,11,78,80,5467,Medium,1.9,59
S-2096,Rotterdam,Mumbai,35,63,90,10429,Medium,0.1,70
S-2097,Tokyo,Frankfurt,14,35,72,8697,Critical,1.4,59
S-2098,Tokyo,Toronto,86,77,72,3375,Low,4.7,88
S-2099,Dubai,Los Angeles,33,72,29,9070,High,1.5,63
S-2100,Mumbai,Sydney,68,78,32,11652,Critical,0.0,74
S-2101,Tokyo,Sydney,120,6,41,7586,Critical,2.2,86
S-2102,Chicago,New York,63,46,66,1212,Medium,0.4,62
S-2103,Frankfurt,Toronto,57,40,0,6920,Medium,2.7,57
S-2104,Toronto,Mumbai,94,28,88,7443,Low,7.3,91
S-2105,Shanghai,Frankfurt,39,8,80,10744,Low,0.2,46
S-2106,Mumbai,Tokyo,102,80,42,4602,Medium,0.9,69
S-2107,Rotterdam,Mumbai,105,42,66,4378,Low,6.2,90
S-2108,New York,Dubai,80,57,74,2545,Low,7.8,97
S-2109,Mumbai,New York,40,8,100,2589,Low,7.4,73
S-2110,Mumbai,Rotterdam,78,80,55,1577,Low,5.4,80
S-2111,Mumbai,Rotterdam,108,48,51,2070,Critical,1.9,86
S-2112,Tokyo,Toronto,1,58,49,8105,Critical,7.0,82
S-2113,Dubai,Frankfurt,83,3,58,8974,High,4.7,75
S-2114,Dubai,Mumbai,76,8,75,3672,Medium,5.1,72
S-2115,Rotterdam,New York,61,79,56,3546,Medium,1.1,57
S-2116,Mumbai,Los Angeles,39,74,55,8907,High,2.5,80
S-2117,Chicago,Shanghai,18,60,39,10384,High,2.3,53
S-2118,Chicago,Tokyo,84,18,7,4389,Low,3.4,47
S-2119,Los Angeles,Sydney,116,25,100,1620,High,1.5,86
S-2120,Sydney,New York,76,42,74,9774,High,4.9,92
S-2121,Rotterdam,Shanghai,13,58,5,8625,Medium,7.4,65
S-2122,Los Angeles,Singapore,59,79,27,4416,Critical,5.9,94
S-2123,Rotterdam,New York,26,51,23,610,High,0.1,36
S-2124,Mumbai,Toronto,14,18,37,7715,Medium,5.1,60
S-2125,Rotterdam,Mumbai,3,25,25,5154,Medium,1.8,29
S-2126,Sydney,Shanghai,43,70,31,3425,Medium,0.2,52
S-2127,Singapore,Dubai,2,17,48,11229,Low,2.7,37
S-2128,Singapore,Chicago,30,47,47,11328,Medium,7.5,84
S-2129,Toronto,Frankfurt,112,8,15,2866,Medium,6.4,71
S-2130,Chicago,Frankfurt,88,47,40,10323,Critical,7.8,100
S-2131,Mumbai,Tokyo,75,24,68,5319,Medium,2.6,61
S-2132,Tokyo,Singapore,111,16,65,10069,Critical,1.7,83
S-2133,New York,Sydney,78,8,21,8833,Critical,6.0,86
S-2134,Chicago,Rotterdam,63,66,59,3432,High,5.7,88
S-2135,Sydney,New York,91,63,60,4896,Critical,5.1,100
S-2136,Toronto,Sydney,4,26,28,3825,Critical,6.9,63
S-2137,Los Angeles,Rotterdam,54,48,73,3075,High,2.0,63
S-2138,Shanghai,Dubai,37,56,66,6260,Medium,4.7,71
S-2139,Chicago,Tokyo,43,54,57,8160,Critical,3.3,84
S-2140,New York,Rotterdam,34,48,3,3442,Critical,1.9,54
S-2141,Dubai,Frankfurt,115,10,37,8720,Low,6.3,89
S-2142,Los Angeles,Dubai,15,9,46,1127,Medium,2.7,40
S-2143,Rotterdam,Singapore,38,35,24,10396,Medium,8.0,79
S-2144,Sydney,Chicago,116,33,1,5406,High,6.6,92
S-2145,Frankfurt,New York,105,74,96,11236,Low,3.8,100
S-2146,Shanghai,New York,29,29,92,3938,Critical,1.9,71
S-2147,Chicago,New York,92,59,43,1906,High,6.8,92
S-2148,Sydney,Frankfurt,26,56,57,9649,Low,3.0,59
S-2149,Shanghai,Rotterdam,120,1,63,11294,High,2.7,87
S-2150,Frankfurt,Sydney,96,51,97,11813,High,2.6,92
S-2151,Toronto,Mumbai,118,17,19,5910,Critical,7.8,96
S-2152,Frankfurt,Dubai,68,49,24,8278,Low,2.6,57
S-2153,Tokyo,Singapore,11,21,13,11557,Medium,0.3,35
S-2154,Toronto,New York,3,23,25,1638,Critical,2.3,38
S-2155,Singapore,Sydney,67,8,58,1441,High,4.1,63
S-2156,Rotterdam,New York,50,20,14,2615,Critical,3.8,54
S-2157,Frankfurt,Los Angeles,16,26,39,7581,Critical,1.3,54
S-2158,Singapore,Tokyo,25,64,91,11720,Critical,2.2,76
S-2159,Shanghai,Chicago,8,51,77,4544,High,7.3,86
S-2160,New York,Chicago,59,73,5,1992,High,5.2,77
S-2161,New York,Rotterdam,89,38,50,10543,Medium,3.3,73
S-2162,Toronto,Frankfurt,58,49,84,3505,Low,3.1,60
S-2163,Los Angeles,Shanghai,35,80,68,5282,Low,5.6,78
S-2164,Los Angeles,Chicago,52,70,15,6541,Low,6.0,67
S-2165,Rotterdam,New York,57,21,32,3897,Low,3.7,44
S-2166,Tokyo,Sydney,95,59,48,6130,Critical,6.8,100
S-2167,Mumbai,Dubai,32,14,90,2736,High,5.4,73
S-2168,New York,Chicago,8,10,70,11264,Medium,5.7,63
S-2169,Shanghai,Chicago,105,35,20,3294,Low,4.9,64
S-2170,Singapore,Dubai,68,50,21,1771,Low,5.4,57
S-2171,New York,Rotterdam,22,27,91,1064,Medium,3.5,50
S-2172,Tokyo,Chicago,82,13,49,11810,High,3.6,81
S-2173,Mumbai,Dubai,98,48,98,3805,Medium,3.0,83
S-2174,Los Angeles,Dubai,2,53,3,738,High,6.6,56
S-2175,Tokyo,Dubai,28,12,85,3250,Medium,0.4,45
S-2176,Dubai,Frankfurt,41,71,80,3605,Medium,7.5,87
S-2177,Frankfurt,Dubai,29,27,13,6342,High,1.4,42
S-2178,Tokyo,Rotterdam,1,49,27,8016,Medium,0.5,40
S-2179,Singapore,Sydney,79,47,5,1603,Medium,3.3,62
S-2180,Toronto,New York,13,68,72,3309,High,7.7,85
S-2181,Rotterdam,Sydney,89,49,86,11865,Medium,2.7,91
S-2182,Sydney,Rotterdam,108,61,8,5990,Low,4.9,77
S-2183,New York,Frankfurt,65,29,64,10125,Low,1.9,64
S-2184,Dubai,Rotterdam,30,54,96,4490,Low,0.5,51
S-2185,New York,Singapore,25,19,48,3848,Low,1.9,41
S-2186,Toronto,New York,94,42,17,5056,High,5.1,85
S-2187,Mumbai,Toronto,101,53,82,5226,Low,1.8,80
S-2188,Rotterdam,Frankfurt,31,26,69,1385,Medium,6.4,70
S-2189,Sydney,Los Angeles,77,48,66,5769,Medium,3.5,69
S-2190,Dubai,Chicago,8,24,6,10893,Medium,7.5,52
S-2191,Dubai,Los Angeles,75,70,26,4371,Low,3.4,63
S-2192,Singapore,Shanghai,92,25,31,7447,Medium,4.8,71
S-2193,Singapore,Tokyo,57,25,34,8383,Low,7.6,70
S-2194,Frankfurt,New York,21,60,56,7425,Critical,6.1,90
S-2195,New York,Mumbai,97,48,54,1863,High,4.8,82
S-2196,Chicago,Shanghai,32,48,59,5511,Critical,2.3,69
S-2197,Toronto,New York,9,42,17,8188,Medium,1.2,32
S-2198,Mumbai,Dubai,110,64,93,6631,Critical,3.2,100
S-2199,Frankfurt,Rotterdam,49,62,39,11002,Low,3.3,57
S-2200,Dubai,New York,119,72,20,3682,Critical,7.7,100
S-2201,Sydney,Rotterdam,65,62,81,11780,High,5.6,100
S-2202,Frankfurt,New York,94,31,31,8327,Low,7.4,81
S-2203,Tokyo,Sydney,3,18,33,10419,Critical,7.6,68
S-2204,Singapore,Los Angeles,77,74,84,3144,Low,0.9,62
S-2205,Tokyo,Frankfurt,50,75,10,8995,Medium,7.0,72
S-2206,Frankfurt,Singapore,88,38,64,9235,Critical,4.7,100
S-2207,Frankfurt,Dubai,13,73,99,6142,Medium,2.2,62
S-2208,Sydney,Frankfurt,89,39,0,3259,Critical,0.0,51
S-2209,Sydney,Frankfurt,67,53,83,5224,Critical,1.4,80
S-2210,Shanghai,Los Angeles,25,62,23,8734,Low,3.6,57
S-2211,Los Angeles,Shanghai,25,7,95,3493,Medium,2.1,59
S-2212,Frankfurt,Chicago,80,79,13,10927,Medium,0.6,58
S-2213,Frankfurt,Dubai,35,8,43,986,Medium,3.8,50
S-2214,Dubai,Mumbai,7,34,96,618,Low,0.8,40
S-2215,Mumbai,New York,77,66,97,4855,Critical,3.8,98
S-2216,Toronto,Frankfurt,43,47,87,6120,High,6.5,88
S-2217,Tokyo,Frankfurt,48,78,7,6333,High,6.5,71
S-2218,New York,Frankfurt,92,17,3,10361,Low,7.0,70
S-2219,Sydney,Los Angeles,47,57,79,11742,Critical,4.1,96
S-2220,Los Angeles,Mumbai,81,41,2,10883,High,7.0,90
S-2221,Sydney,Rotterdam,86,56,29,10441,Critical,3.2,89
S-2222,Dubai,Frankfurt,54,60,84,11960,Low,5.9,84
S-2223,Toronto,Los Angeles,91,18,66,9869,Low,1.0,69
S-2224,Dubai,Rotterdam,106,70,59,3253,Critical,7.6,100
S-2225,Tokyo,Chicago,30,31,27,3292,Low,0.8,35
S-2226,Mumbai,Los Angeles,118,41,49,5093,Medium,5.8,95
S-2227,New York,Sydney,15,17,68,10880,Critical,0.7,62
S-2228,Rotterdam,Los Angeles,119,73,98,10341,Low,5.2,100
S-2229,Sydney,Frankfurt,83,71,55,4323,Medium,2.1,70
S-2230,Dubai,Shanghai,11,43,94,10202,Medium,6.0,71
S-2231,Toronto,Rotterdam,16,40,48,9952,Low,2.5,49
S-2232,Chicago,Los Angeles,108,49,54,5737,High,6.4,100
S-2233,Shanghai,Toronto,84,77,75,4139,Low,3.2,80
S-2234,New York,Rotterdam,18,37,28,8689,Critical,1.2,50
S-2235,Shanghai,Sydney,108,4,76,5745,High,4.0,91
S-2236,Dubai,Rotterdam,108,73,61,10839,Medium,4.0,100
S-2237,Frankfurt,Mumbai,103,42,19,3950,Medium,5.6,71
S-2238,Shanghai,Chicago,93,50,38,11301,Medium,7.9,99
S-2239,Frankfurt,Rotterdam,54,60,44,6912,Critical,0.6,72
S-2240,Singapore,Rotterdam,89,24,89,9478,Critical,0.8,84
S-2241,Toronto,Mumbai,108,38,58,11225,Medium,4.6,92
S-2242,Sydney,New York,37,18,26,4073,Medium,5.9,49
S-2243,Rotterdam,Tokyo,13,18,48,7497,Medium,7.4,58
S-2244,Rotterdam,Chicago,22,6,15,8944,High,4.7,48
S-2245,Tokyo,Frankfurt,31,4,15,4446,Critical,3.9,57
S-2246,Toronto,Shanghai,83,48,99,11834,Low,6.2,100
S-2247,Tokyo,Frankfurt,35,80,83,7792,High,0.1,63
S-2248,Dubai,Shanghai,62,65,28,877,Critical,2.2,72
S-2249,Dubai,Tokyo,23,49,61,11061,Critical,2.4,67
S-2250,Dubai,Frankfurt,8,68,23,7140,Low,3.2,50
S-2251,Chicago,Toronto,62,8,66,10080,Low,6.0,69
S-2252,Tokyo,Dubai,23,76,88,3448,Low,4.4,73
S-2253,Rotterdam,Dubai,5,16,73,3878,Medium,0.7,34
S-2254,Mumbai,Shanghai,15,64,38,6456,Medium,3.4,57
S-2255,Mumbai,Singapore,38,5,66,5307,Critical,1.1,58
S-2256,Sydney,Rotterdam,66,45,77,9318,Medium,5.5,90
S-2257,Mumbai,Singapore,4,24,18,5410,Medium,7.7,56
S-2258,Chicago,Los Angeles,75,45,35,2605,Critical,0.6,62
S-2259,Singapore,New York,83,20,51,7972,Low,7.6,86
S-2260,Frankfurt,Shanghai,68,26,9,10814,High,8.0,88
S-2261,Tokyo,Los Angeles,91,47,72,11269,Medium,3.4,82
S-2262,Rotterdam,New York,48,3,77,4555,Low,2.2,51
S-2263,Dubai,Sydney,70,52,8,5896,Low,2.9,51
S-2264,Singapore,Shanghai,111,28,35,661,Low,3.0,59
S-2265,Frankfurt,Dubai,100,15,22,9125,High,4.7,85
S-2266,New York,Dubai,67,44,89,9874,High,4.4,94
S-2267,Dubai,Mumbai,21,40,96,6882,Medium,2.8,68
S-2268,Tokyo,Chicago,70,76,51,8312,Medium,2.1,76
S-2269,Chicago,Shanghai,84,16,18,6706,High,0.4,59
S-2270,Tokyo,Rotterdam,90,31,86,10472,Critical,5.7,100
S-2271,New York,Rotterdam,102,59,64,5199,High,7.6,100
S-2272,Sydney,Los Angeles,39,11,39,7160,High,6.8,75
S-2273,Dubai,Shanghai,93,30,11,3205,Low,0.7,42
S-2274,Chicago,New York,103,1,54,11592,Medium,3.8,80
S-2275,Tokyo,Sydney,113,68,89,2542,Critical,0.1,88
S-2276,Sydney,Mumbai,91,54,89,9254,High,2.0,95
S-2277,Tokyo,Chicago,87,77,5,10451,Critical,7.7,100
S-2278,Chicago,Los Angeles,22,9,46,2684,High,7.6,65
S-2279,New York,Frankfurt,21,47,14,6037,Medium,6.7,66
S-2280,Dubai,Rotterdam,38,61,37,4837,Medium,0.0,48
S-2281,Toronto,Frankfurt,27,39,82,8946,Low,7.5,85
S-2282,Toronto,New York,7,45,0,10584,Critical,2.6,50
S-2283,Dubai,Mumbai,44,23,51,6308,Low,0.8,43
S-2284,Los Angeles,Dubai,67,65,19,7229,Low,7.3,70
S-2285,Shanghai,Sydney,32,28,60,6977,High,2.4,59
S-2286,Shanghai,Toronto,103,34,13,7685,Critical,1.3,71
S-2287,Sydney,Frankfurt,0,45,90,3751,Low,1.5,37
S-2288,Shanghai,New York,53,42,4,3126,Medium,7.6,69
S-2289,Singapore,Dubai,53,62,70,8619,Medium,2.6,77
S-2290,Frankfurt,Toronto,92,49,16,2297,Low,6.3,66
S-2291,Shanghai,Frankfurt,64,1,98,11713,Medium,0.4,71
S-2292,Rotterdam,New York,76,1,55,8367,High,2.3,62
S-2293,Frankfurt,Los Angeles,79,19,93,8876,Medium,2.0,80
S-2294,Dubai,Rotterdam,89,31,85,7531,Medium,3.8,89
S-2295,Dubai,Toronto,78,23,24,10186,Medium,1.8,54
S-2296,Frankfurt,Mumbai,35,24,18,7484,Low,4.9,43
S-2297,Mumbai,New York,52,67,39,11971,Medium,1.8,64
S-2298,New York,Mumbai,65,54,82,1346,High,0.9,67
S-2299,Singapore,Frankfurt,91,53,31,5740,Low,1.5,53
S-2300,Mumbai,Sydney,95,41,27,5174,Critical,2.2,79
S-2301,Dubai,New York,23,32,62,6456,High,2.4,52
S-2302,Tokyo,Mumbai,87,70,98,2634,High,2.9,97
S-2303,Rotterdam,Tokyo,67,77,47,4403,High,1.7,71
S-2304,Dubai,Shanghai,16,80,95,10360,Low,0.3,66
S-2305,Tokyo,Los Angeles,24,57,12,1726,High,2.4,46
S-2306,Los Angeles,Toronto,92,19,5,2594,Medium,3.3,60
S-2307,Singapore,Toronto,44,46,57,10819,Low,7.3,73
S-2308,New York,Frankfurt,67,64,2,3235,High,5.6,68
S-2309,Singapore,Mumbai,72,7,88,3616,Critical,4.0,85
S-2310,Chicago,Dubai,21,56,96,8844,Critical,4.5,87
S-2311,Frankfurt,Tokyo,34,26,23,558,Medium,4.6,50
S-2312,Sydney,Mumbai,112,65,58,8754,High,2.4,89
S-2313,Singapore,Rotterdam,70,15,21,4168,Low,4.3,50
S-2314,Mumbai,Sydney,18,35,17,4930,Low,5.1,40
S-2315,Los Angeles,Toronto,14,0,83,6192,High,2.6,59
S-2316,Chicago,Singapore,92,17,52,10518,High,2.6,71
S-2317,Tokyo,Mumbai,105,45,28,5082,Medium,2.0,61
S-2318,Chicago,Sydney,111,74,13,11774,Critical,7.6,100
S-2319,Tokyo,Sydney,77,70,26,7744,Medium,2.6,65
S-2320,Toronto,Sydney,103,50,19,7808,Medium,5.8,83
S-2321,Rotterdam,Shanghai,115,61,11,8625,Medium,3.7,86
S-2322,Shanghai,Singapore,72,62,93,3455,High,0.2,70
S-2323,Shanghai,New York,87,77,24,1637,Medium,0.6,55
S-2324,New York,Sydney,51,12,92,9130,Medium,5.8,86
S-2325,Mumbai,Tokyo,12,48,49,839,Low,6.6,60
S-2326,Tokyo,Mumbai,16,31,98,1869,High,1.1,58
S-2327,Toronto,Mumbai,101,1,13,9386,High,6.8,78
S-2328,Los Angeles,Shanghai,61,72,56,3172,High,2.7,69
S-2329,Los Angeles,Mumbai,69,34,80,9406,Low,0.2,53
S-2330,Dubai,Toronto,37,13,65,7304,Medium,0.0,41
S-2331,Mumbai,Singapore,54,49,18,6288,High,1.8,64
S-2332,Tokyo,Frankfurt,87,14,62,3278,Low,1.8,54
S-2333,Rotterdam,Dubai,78,42,15,6406,Low,7.2,75
S-2334,Shanghai,Los Angeles,54,67,42,10324,Medium,5.4,75
S-2335,Tokyo,Sydney,38,79,36,6207,Low,2.2,54
S-2336,Tokyo,Rotterdam,119,33,91,1751,Low,6.9,92
S-2337,Tokyo,Shanghai,40,18,49,7818,Critical,6.5,75
S-2338,Toronto,Frankfurt,93,35,18,1981,High,8.0,82
S-2339,Frankfurt,Rotterdam,40,63,54,8385,Critical,4.8,88
S-2340,Rotterdam,Shanghai,102,31,49,7359,Critical,4.3,93
S-2341,Chicago,Toronto,105,29,49,1869,Critical,4.2,93
S-2342,Sydney,Los Angeles,89,11,30,6426,Low,1.6,58
S-2343,Mumbai,Frankfurt,71,60,17,2304,Low,7.3,70
S-2344,Shanghai,Rotterdam,58,18,70,7398,Medium,1.7,56
S-2345,Mumbai,Los Angeles,15,18,48,931,Critical,3.0,57
S-2346,Dubai,Sydney,74,9,61,10230,Medium,0.2,56
S-2347,Shanghai,Dubai,31,9,1,9825,Critical,1.2,40
S-2348,New York,Shanghai,95,67,89,5407,Critical,3.3,100
S-2349,New York,Sydney,88,1,36,2322,Medium,0.5,50
S-2350,Mumbai,Tokyo,96,22,64,3127,Low,3.2,67
S-2351,Tokyo,New York,70,33,73,8722,High,5.7,90
S-2352,Shanghai,Rotterdam,11,66,48,2550,Medium,3.2,44
S-2353,Los Angeles,New York,23,71,77,1764,Critical,3.8,80
S-2354,Tokyo,Frankfurt,105,48,21,1395,High,5.2,78
S-2355,Singapore,Dubai,13,9,46,10382,High,0.2,39
S-2356,Shanghai,Toronto,13,8,27,10283,Low,6.1,46
S-2357,Los Angeles,Toronto,25,4,30,4910,Low,7.8,56
S-2358,Mumbai,Tokyo,101,61,5,1287,High,0.7,58
S-2359,Mumbai,Frankfurt,96,36,50,8695,Medium,2.5,74
S-2360,Sydney,Rotterdam,16,12,42,7172,Low,4.0,48
S-2361,Shanghai,Mumbai,75,48,61,10106,Low,2.3,64
S-2362,Tokyo,New York,10,80,11,4294,Medium,6.5,63
S-2363,Shanghai,Los Angeles,64,66,93,10473,High,3.6,89
S-2364,Rotterdam,Singapore,46,79,55,1155,Critical,1.9,74
S-2365,Toronto,Dubai,19,72,80,8651,Low,6.4,72
S-2366,Singapore,Toronto,111,11,63,2041,Critical,2.5,90
S-2367,Singapore,Shanghai,8,35,73,6452,High,0.7,45
S-2368,Sydney,New York,33,60,32,7742,Medium,7.5,77
S-2369,New York,Mumbai,46,36,51,7201,Medium,3.5,63
S-2370,Toronto,Rotterdam,47,10,87,7269,Critical,2.1,80
S-2371,Tokyo,Mumbai,79,7,94,4511,Low,1.2,54
S-2372,Singapore,New York,20,72,51,1695,Medium,3.1,55
S-2373,Tokyo,Dubai,44,59,59,11026,Critical,0.9,69
S-2374,Sydney,Dubai,117,50,98,7596,Medium,3.2,91
S-2375,Rotterdam,Frankfurt,77,62,27,8302,Low,2.2,55
S-2376,Chicago,Shanghai,60,18,81,3997,High,4.5,79
S-2377,Frankfurt,Mumbai,119,46,55,8256,Medium,0.4,82
S-2378,Mumbai,Sydney,54,34,32,10915,Medium,0.7,46
S-2379,Singapore,New York,10,38,91,7896,Critical,4.2,81
S-2380,Singapore,Shanghai,106,6,11,7521,High,7.7,85
S-2381,Shanghai,Singapore,44,53,61,8290,Medium,7.7,85
S-2382,Rotterdam,Tokyo,49,1,71,10283,Medium,0.6,56
S-2383,Toronto,Tokyo,18,41,85,5685,Low,1.2,48
S-2384,Shanghai,Chicago,110,40,14,11541,Critical,2.1,88
S-2385,Mumbai,Chicago,120,16,81,7861,Low,0.3,75
S-2386,Los Angeles,New York,89,69,99,3221,Critical,1.7,91
S-2387,Los Angeles,Sydney,73,1,47,6460,Low,2.4,49
S-2388,Chicago,Dubai,89,63,83,7971,Critical,3.3,99
S-2389,Chicago,Frankfurt,66,42,14,3380,Critical,3.4,63
S-2390,Chicago,Tokyo,20,69,55,6751,High,6.8,85
S-2391,Tokyo,Frankfurt,81,36,89,10664,Low,8.0,100
S-2392,Dubai,Shanghai,83,2,78,7238,Low,4.0,76
S-2393,Toronto,Chicago,12,56,64,10022,Low,5.3,71
S-2394,Frankfurt,Los Angeles,28,58,70,6743,Low,1.6,53
S-2395,Dubai,Frankfurt,101,59,52,11065,Critical,0.1,84
S-2396,Los Angeles,Toronto,36,34,84,4833,High,6.7,89
S-2397,Frankfurt,Sydney,30,0,53,1035,Low,0.2,32
S-2398,Rotterdam,Toronto,104,76,40,5990,Medium,7.7,100
S-2399,Los Angeles,Toronto,50,24,78,11058,Critical,6.6,100
S-2400,Toronto,Frankfurt,16,49,93,3346,Critical,7.2,90
S-2401,Shanghai,New York,29,12,90,2569,Low,5.1,64
S-2402,Frankfurt,Sydney,117,33,70,3105,High,1.6,76
S-2403,Mumbai,New York,1,80,98,10220,Medium,0.2,63
S-2404,Chicago,Dubai,73,48,3,2638,Critical,5.1,80
S-2405,Rotterdam,Shanghai,30,28,38,3675,Medium,5.8,63
S-2406,Frankfurt,Singapore,84,6,35,1859,Medium,5.0,68
S-2407,Toronto,Dubai,14,58,76,2510,Low,1.1,41
S-2408,Shanghai,Dubai,9,63,46,3907,Critical,0.8,58
S-2409,Mumbai,New York,9,62,80,1750,Medium,5.5,65
S-2410,Rotterdam,Sydney,116,57,20,3445,High,0.1,64
S-2411,Tokyo,Toronto,80,77,4,2420,High,7.9,88
S-2412,Toronto,Tokyo,69,0,20,9048,High,7.4,74
S-2413,Toronto,Mumbai,68,2,66,8884,Medium,1.7,58
S-2414,Dubai,Singapore,3,41,17,4100,Low,5.8,38
S-2415,Singapore,Rotterdam,61,25,11,6210,High,3.7,66
S-2416,New York,Frankfurt,65,51,24,4597,Medium,1.6,60
S-2417,Sydney,Singapore,50,13,74,10126,High,1.3,61
S-2418,Sydney,New York,55,57,54,10270,High,6.5,93
S-2419,Dubai,Tokyo,49,54,25,9792,High,3.0,70
S-2420,Dubai,Chicago,21,4,65,4646,Critical,2.3,63
S-2421,Tokyo,Chicago,45,50,3,2378,Medium,6.5,59
